Library Type,Region,Country or Area,M49 Code,Metric,Metric Data,Data Year
Public,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),862,Volunteers,-,-
Public,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),862,Users,-,-
Public,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),862,Visits,-,-
Public,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),862,Loans_books,-,-
Public,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),862,Loans_documents,-,-
Public,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),862,Loans_eBooks,-,-
Public,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),862,Loans_audio_books,-,-
Public,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),862,Loans_downloads,-,-
Public,Latin America and the Caribbean,Antigua and Barbuda,28,Libraries,1,2019
Public,Latin America and the Caribbean,Antigua and Barbuda,28,Internet_Access,1,2019
Public,Latin America and the Caribbean,Antigua and Barbuda,28,Staff,31,2019
Public,Latin America and the Caribbean,Antigua and Barbuda,28,Volunteers,19,2019
Public,Latin America and the Caribbean,Antigua and Barbuda,28,Users,12150,2019
Public,Latin America and the Caribbean,Antigua and Barbuda,28,Visits,615,2019
Public,Latin America and the Caribbean,Antigua and Barbuda,28,Loans_books,9332,2019
Public,Latin America and the Caribbean,Antigua and Barbuda,28,Loans_documents,109,2019
Public,Latin America and the Caribbean,Antigua and Barbuda,28,Loans_eBooks,N/A,2019
Public,Latin America and the Caribbean,Antigua and Barbuda,28,Loans_audio_books,N/A,2019
Public,Latin America and the Caribbean,Antigua and Barbuda,28,Loans_downloads,N/A,2019
Public,Latin America and the Caribbean,Cuba,192,Libraries,546,2018
Public,Latin America and the Caribbean,Cuba,192,Internet_Access,40,2018
Public,Latin America and the Caribbean,Cuba,192,Staff,3656,2018
Public,Latin America and the Caribbean,Cuba,192,Volunteers,N/A,2018
Public,Latin America and the Caribbean,Cuba,192,Users,331619,2018
Public,Latin America and the Caribbean,Cuba,192,Visits,6565152,2018
Public,Latin America and the Caribbean,Cuba,192,Loans_books,8627072,2018
Public,Latin America and the Caribbean,Cuba,192,Loans_documents,17004,2018
Public,Latin America and the Caribbean,Cuba,192,Loans_eBooks,N/A,2018
Public,Latin America and the Caribbean,Cuba,192,Loans_audio_books,21372,2018
Public,Latin America and the Caribbean,Cuba,192,Loans_downloads,252806,2018
Public,Latin America and the Caribbean,Falkland Islands (Malvinas),238,Libraries,-,-
Public,Latin America and the Caribbean,Falkland Islands (Malvinas),238,Internet_Access,-,-
Public,Latin America and the Caribbean,Falkland Islands (Malvinas),238,Staff,-,-
Public,Latin America and the Caribbean,Falkland Islands (Malvinas),238,Volunteers,-,-
Public,Latin America and the Caribbean,Falkland Islands (Malvinas),238,Users,-,-
Public,Latin America and the Caribbean,Falkland Islands (Malvinas),238,Visits,-,-
Public,Latin America and the Caribbean,Falkland Islands (Malvinas),238,Loans_books,-,-
Public,Latin America and the Caribbean,Falkland Islands (Malvinas),238,Loans_documents,-,-
Public,Latin America and the Caribbean,Falkland Islands (Malvinas),238,Loans_eBooks,-,-
Public,Latin America and the Caribbean,Falkland Islands (Malvinas),238,Loans_audio_books,-,-
Public,Latin America and the Caribbean,Falkland Islands (Malvinas),238,Loans_downloads,-,-
Public,Latin America and the Caribbean,Saint Lucia,662,Libraries,19,2018
Public,Latin America and the Caribbean,Saint Lucia,662,Internet_Access,17,2018
Public,Latin America and the Caribbean,Saint Lucia,662,Staff,68,2018
Public,Latin America and the Caribbean,Saint Lucia,662,Volunteers,3,2018
Public,Latin America and the Caribbean,Saint Lucia,662,Users,27164,2018
Public,Latin America and the Caribbean,Saint Lucia,662,Visits,1527,2018
Public,Latin America and the Caribbean,Saint Lucia,662,Loans_books,-,-
Public,Latin America and the Caribbean,Saint Lucia,662,Loans_documents,N/A,2018
Public,Latin America and the Caribbean,Saint Lucia,662,Loans_eBooks,N/A,2018
Public,Latin America and the Caribbean,Saint Lucia,662,Loans_audio_books,N/A,2018
Public,Latin America and the Caribbean,Saint Lucia,662,Loans_downloads,-,-
Public,Asia,Armenia,51,Libraries,135,2017
Public,Asia,Armenia,51,Internet_Access,135,2016
Public,Asia,Armenia,51,Staff,1060,2016
Public,Asia,Armenia,51,Volunteers,275,2016
Public,Asia,Armenia,51,Users,223136,2016
Public,Asia,Armenia,51,Visits,2473039,2016
Public,Asia,Armenia,51,Loans_books,4081216,2016
Public,Asia,Armenia,51,Loans_documents,-,-
Public,Asia,Armenia,51,Loans_eBooks,-,-
Public,Asia,Armenia,51,Loans_audio_books,-,-
Public,Asia,Armenia,51,Loans_downloads,-,-
Public,Asia,Bahrain,48,Libraries,12,2018
Public,Asia,Bahrain,48,Internet_Access,-,-
Public,Asia,Bahrain,48,Staff,-,-
Public,Asia,Bahrain,48,Volunteers,-,-
Public,Asia,Bahrain,48,Users,-,-
Public,Asia,Bahrain,48,Visits,-,-
Public,Asia,Bahrain,48,Loans_books,-,-
Public,Asia,Bahrain,48,Loans_documents,-,-
Public,Asia,Bahrain,48,Loans_eBooks,-,-
Public,Asia,Bahrain,48,Loans_audio_books,-,-
Public,Asia,Bahrain,48,Loans_downloads,-,-
Public,Asia,Bhutan,64,Libraries,1,2016
Public,Asia,Bhutan,64,Internet_Access,-,-
Public,Asia,Bhutan,64,Staff,2,2016
Public,Asia,Bhutan,64,Volunteers,2,2016
Public,Asia,Bhutan,64,Users,3935,2016
Public,Asia,Bhutan,64,Visits,15100,2016
Public,Asia,Bhutan,64,Loans_books,-,-
Public,Asia,Bhutan,64,Loans_documents,-,-
Public,Asia,Bhutan,64,Loans_eBooks,-,-
Public,Asia,Bhutan,64,Loans_audio_books,-,-
Public,Asia,Bhutan,64,Loans_downloads,-,-
Public,Asia,Brunei Darussalam,96,Libraries,80,2016
Public,Asia,Brunei Darussalam,96,Internet_Access,9,2016
Public,Asia,Brunei Darussalam,96,Staff,148,2016
Public,Asia,Brunei Darussalam,96,Volunteers,-,-
Public,Asia,Brunei Darussalam,96,Users,3690,2016
Public,Asia,Brunei Darussalam,96,Visits,74425,2016
Public,Asia,Brunei Darussalam,96,Loans_books,71047,2016
Public,Asia,Brunei Darussalam,96,Loans_documents,-,-
Public,Asia,Brunei Darussalam,96,Loans_eBooks,-,-
Public,Asia,Brunei Darussalam,96,Loans_audio_books,-,-
Public,Asia,Brunei Darussalam,96,Loans_downloads,-,-
Public,Asia,Cambodia,116,Libraries,N/A,2017
Public,Asia,Cambodia,116,Internet_Access,N/A,2017
Public,Asia,Cambodia,116,Staff,N/A,2017
Public,Asia,Cambodia,116,Volunteers,N/A,2017
Public,Asia,Cambodia,116,Users,N/A,2017
Public,Asia,Cambodia,116,Visits,N/A,2017
Public,Asia,Cambodia,116,Loans_books,N/A,2017
Public,Asia,Cambodia,116,Loans_documents,N/A,2017
Public,Asia,Cambodia,116,Loans_eBooks,N/A,2017
Public,Asia,Cambodia,116,Loans_audio_books,N/A,2017
Public,Asia,Cambodia,116,Loans_downloads,N/A,2017
Public,Asia,China,156,Libraries,2994,2017
Public,Asia,China,156,Internet_Access,2767,2017
Public,Asia,China,156,Staff,49958,2017
Public,Asia,China,156,Volunteers,N/A,2017
Public,Asia,China,156,Users,96254000,2017
Public,Asia,China,156,Visits,720884000,2016
Public,Asia,China,156,Loans_books,593291000,2016
Public,Asia,China,156,Loans_documents,-,-
Public,Asia,China,156,Loans_eBooks,-,-
Public,Asia,China,156,Loans_audio_books,-,-
Public,Asia,China,156,Loans_downloads,355560000,2016
Public,Asia,"China, Hong Kong Special Administrative Region",344,Libraries,82,2017
Public,Asia,"China, Hong Kong Special Administrative Region",344,Internet_Access,70,2017
Public,Asia,"China, Hong Kong Special Administrative Region",344,Staff,1730,2017
Public,Asia,"China, Hong Kong Special Administrative Region",344,Volunteers,-,-
Public,Asia,"China, Hong Kong Special Administrative Region",344,Users,4532565,2017
Public,Asia,"China, Hong Kong Special Administrative Region",344,Visits,37063015,2017
Public,Asia,"China, Hong Kong Special Administrative Region",344,Loans_books,48751516,2017
Public,Asia,"China, Hong Kong Special Administrative Region",344,Loans_documents,1499500,2017
Public,Asia,"China, Hong Kong Special Administrative Region",344,Loans_eBooks,-,-
Public,Asia,"China, Hong Kong Special Administrative Region",344,Loans_audio_books,-,-
Public,Asia,"China, Hong Kong Special Administrative Region",344,Loans_downloads,-,-
Public,Asia,"China, Macao Special Administrative Region",446,Libraries,76,2017
Public,Asia,"China, Macao Special Administrative Region",446,Internet_Access,76,2017
Public,Asia,"China, Macao Special Administrative Region",446,Staff,376,2017
Public,Asia,"China, Macao Special Administrative Region",446,Volunteers,-,-
Public,Asia,"China, Macao Special Administrative Region",446,Users,-,-
Public,Asia,"China, Macao Special Administrative Region",446,Visits,5374474,2017
Public,Asia,"China, Macao Special Administrative Region",446,Loans_books,823639,2017
Public,Asia,"China, Macao Special Administrative Region",446,Loans_documents,-,-
Public,Asia,"China, Macao Special Administrative Region",446,Loans_eBooks,-,-
Public,Asia,"China, Macao Special Administrative Region",446,Loans_audio_books,-,-
Public,Asia,"China, Macao Special Administrative Region",446,Loans_downloads,-,-
Public,Asia,Cyprus,196,Libraries,27,2016
Public,Asia,Cyprus,196,Internet_Access,13,2016
Public,Asia,Cyprus,196,Staff,28,2016
Public,Asia,Cyprus,196,Volunteers,-,-
Public,Asia,Cyprus,196,Users,20409,2016
Public,Asia,Cyprus,196,Visits,52575,2016
Public,Asia,Cyprus,196,Loans_books,53803,2016
Public,Asia,Cyprus,196,Loans_documents,-,-
Public,Asia,Cyprus,196,Loans_eBooks,-,-
Public,Asia,Cyprus,196,Loans_audio_books,-,-
Public,Asia,Cyprus,196,Loans_downloads,-,-
Public,Asia,Georgia,268,Libraries,66,2017
Public,Asia,Georgia,268,Internet_Access,66,2017
Public,Asia,Georgia,268,Staff,860,2017
Public,Asia,Georgia,268,Volunteers,-,-
Public,Asia,Georgia,268,Users,25089,2017
Public,Asia,Georgia,268,Visits,12000,2017
Public,Asia,Georgia,268,Loans_books,56034,2017
Public,Asia,Georgia,268,Loans_documents,100,2017
Public,Asia,Georgia,268,Loans_eBooks,-,-
Public,Asia,Georgia,268,Loans_audio_books,-,-
Public,Asia,Georgia,268,Loans_downloads,-,-
Public,Asia,India,356,Libraries,146173,2017
Public,Asia,India,356,Internet_Access,-,-
Public,Asia,India,356,Staff,-,-
Public,Asia,India,356,Volunteers,-,-
Public,Asia,India,356,Users,-,-
Public,Asia,India,356,Visits,-,-
Public,Asia,India,356,Loans_books,-,-
Public,Asia,India,356,Loans_documents,-,-
Public,Asia,India,356,Loans_eBooks,-,-
Public,Asia,India,356,Loans_audio_books,-,-
Public,Asia,India,356,Loans_downloads,-,-
Public,Asia,Indonesia,360,Libraries,42460,2018
Public,Asia,Indonesia,360,Internet_Access,-,-
Public,Asia,Indonesia,360,Staff,-,-
Public,Asia,Indonesia,360,Volunteers,-,-
Public,Asia,Indonesia,360,Users,1402885,2018
Public,Asia,Indonesia,360,Visits,6350635,2018
Public,Asia,Indonesia,360,Loans_books,-,-
Public,Asia,Indonesia,360,Loans_documents,-,-
Public,Asia,Indonesia,360,Loans_eBooks,-,-
Public,Asia,Indonesia,360,Loans_audio_books,-,-
Public,Asia,Indonesia,360,Loans_downloads,-,-
Public,Asia,Iran (Islamic Republic of),364,Libraries,3278,2015
Public,Asia,Iran (Islamic Republic of),364,Internet_Access,-,-
Public,Asia,Iran (Islamic Republic of),364,Staff,-,-
Public,Asia,Iran (Islamic Republic of),364,Volunteers,-,-
Public,Asia,Iran (Islamic Republic of),364,Users,7264764,2017
Public,Asia,Iran (Islamic Republic of),364,Visits,-,-
Public,Asia,Iran (Islamic Republic of),364,Loans_books,-,-
Public,Asia,Iran (Islamic Republic of),364,Loans_documents,-,-
Public,Asia,Iran (Islamic Republic of),364,Loans_eBooks,-,-
Public,Asia,Iran (Islamic Republic of),364,Loans_audio_books,-,-
Public,Asia,Iran (Islamic Republic of),364,Loans_downloads,-,-
Public,Asia,Iraq,368,Libraries,85,2019
Public,Asia,Iraq,368,Internet_Access,20,2019
Public,Asia,Iraq,368,Staff,425,2019
Public,Asia,Iraq,368,Volunteers,N/A,2019
Public,Asia,Iraq,368,Users,-,-
Public,Asia,Iraq,368,Visits,3700,2019
Public,Asia,Iraq,368,Loans_books,-,-
Public,Asia,Iraq,368,Loans_documents,-,-
Public,Asia,Iraq,368,Loans_eBooks,-,-
Public,Asia,Iraq,368,Loans_audio_books,-,-
Public,Asia,Iraq,368,Loans_downloads,-,-
Public,Asia,Israel,376,Libraries,36,2017
Public,Asia,Israel,376,Internet_Access,-,-
Public,Asia,Israel,376,Staff,135,2017
Public,Asia,Israel,376,Volunteers,117,2017
Public,Asia,Israel,376,Users,107422,2017
Public,Asia,Israel,376,Visits,573500,2017
Public,Asia,Israel,376,Loans_books,847131,2017
Public,Asia,Israel,376,Loans_documents,8337,2017
Public,Asia,Israel,376,Loans_eBooks,2904,2017
Public,Asia,Israel,376,Loans_audio_books,1339,2017
Public,Asia,Israel,376,Loans_downloads,16564,2017
Public,Asia,Japan,392,Libraries,3331,2015
Public,Asia,Japan,392,Internet_Access,-,-
Public,Asia,Japan,392,Staff,39828,2015
Public,Asia,Japan,392,Volunteers,95949,2015
Public,Asia,Japan,392,Users,31365280,2015
Public,Asia,Japan,392,Visits,-,-
Public,Asia,Japan,392,Loans_books,694939875,2015
Public,Asia,Japan,392,Loans_documents,-,-
Public,Asia,Japan,392,Loans_eBooks,-,-
Public,Asia,Japan,392,Loans_audio_books,-,-
Public,Asia,Japan,392,Loans_downloads,-,-
Public,Asia,Kazakhstan,398,Libraries,4052,2017
Public,Asia,Kazakhstan,398,Internet_Access,-,-
Public,Asia,Kazakhstan,398,Staff,9202,2018
Public,Asia,Kazakhstan,398,Volunteers,-,-
Public,Asia,Kazakhstan,398,Users,739024,2018
Public,Asia,Kazakhstan,398,Visits,7090824,2018
Public,Asia,Kazakhstan,398,Loans_books,16300411,2018
Public,Asia,Kazakhstan,398,Loans_documents,-,-
Public,Asia,Kazakhstan,398,Loans_eBooks,-,-
Public,Asia,Kazakhstan,398,Loans_audio_books,-,-
Public,Asia,Kazakhstan,398,Loans_downloads,-,-
Public,Asia,Malaysia,458,Libraries,1443,2017
Public,Asia,Malaysia,458,Internet_Access,233,2017
Public,Asia,Malaysia,458,Staff,3052,2017
Public,Asia,Malaysia,458,Volunteers,-,-
Public,Asia,Malaysia,458,Users,5434567,2017
Public,Asia,Malaysia,458,Visits,16027583,2017
Public,Asia,Malaysia,458,Loans_books,9097150,2017
Public,Asia,Malaysia,458,Loans_documents,-,-
Public,Asia,Malaysia,458,Loans_eBooks,-,-
Public,Asia,Malaysia,458,Loans_audio_books,-,-
Public,Asia,Malaysia,458,Loans_downloads,-,-
Public,Asia,Mongolia,496,Libraries,364,2018
Public,Asia,Mongolia,496,Internet_Access,364,2018
Public,Asia,Mongolia,496,Staff,-,-
Public,Asia,Mongolia,496,Volunteers,-,-
Public,Asia,Mongolia,496,Users,-,-
Public,Asia,Mongolia,496,Visits,882167,2018
Public,Asia,Mongolia,496,Loans_books,-,-
Public,Asia,Mongolia,496,Loans_documents,-,-
Public,Asia,Mongolia,496,Loans_eBooks,-,-
Public,Asia,Mongolia,496,Loans_audio_books,-,-
Public,Asia,Mongolia,496,Loans_downloads,-,-
Public,Asia,Nepal,524,Libraries,7,2017
Public,Asia,Nepal,524,Internet_Access,7,2017
Public,Asia,Nepal,524,Staff,21,2017
Public,Asia,Nepal,524,Volunteers,8,2017
Public,Asia,Nepal,524,Users,25400,2017
Public,Asia,Nepal,524,Visits,257240,2017
Public,Asia,Nepal,524,Loans_books,4700,2017
Public,Asia,Nepal,524,Loans_documents,240,2017
Public,Asia,Nepal,524,Loans_eBooks,10080,2017
Public,Asia,Nepal,524,Loans_audio_books,600,2017
Public,Asia,Nepal,524,Loans_downloads,22000,2017
Public,Asia,Oman,512,Libraries,20,2017
Public,Asia,Oman,512,Internet_Access,20,2017
Public,Asia,Oman,512,Staff,-,-
Public,Asia,Oman,512,Volunteers,-,-
Public,Asia,Oman,512,Users,-,-
Public,Asia,Oman,512,Visits,-,-
Public,Asia,Oman,512,Loans_books,-,-
Public,Asia,Oman,512,Loans_documents,-,-
Public,Asia,Oman,512,Loans_eBooks,-,-
Public,Asia,Oman,512,Loans_audio_books,-,-
Public,Asia,Oman,512,Loans_downloads,-,-
Public,Asia,Pakistan,586,Libraries,341,2019
Public,Asia,Pakistan,586,Internet_Access,-,-
Public,Asia,Pakistan,586,Staff,-,-
Public,Asia,Pakistan,586,Volunteers,-,-
Public,Asia,Pakistan,586,Users,-,-
Public,Asia,Pakistan,586,Visits,-,-
Public,Asia,Pakistan,586,Loans_books,-,-
Public,Asia,Pakistan,586,Loans_documents,-,-
Public,Asia,Pakistan,586,Loans_eBooks,-,-
Public,Asia,Pakistan,586,Loans_audio_books,-,-
Public,Asia,Pakistan,586,Loans_downloads,-,-
Public,Asia,Qatar,634,Libraries,10,2017
Public,Asia,Qatar,634,Internet_Access,-,-
Public,Asia,Qatar,634,Staff,-,-
Public,Asia,Qatar,634,Volunteers,-,-
Public,Asia,Qatar,634,Users,-,-
Public,Asia,Qatar,634,Visits,-,-
Public,Asia,Qatar,634,Loans_books,-,-
Public,Asia,Qatar,634,Loans_documents,-,-
Public,Asia,Qatar,634,Loans_eBooks,-,-
Public,Asia,Qatar,634,Loans_audio_books,-,-
Public,Asia,Qatar,634,Loans_downloads,-,-
Public,Asia,Republic of Korea,410,Libraries,1042,2017
Public,Asia,Republic of Korea,410,Internet_Access,1042,2017
Public,Asia,Republic of Korea,410,Staff,8248,2017
Public,Asia,Republic of Korea,410,Volunteers,433066,2017
Public,Asia,Republic of Korea,410,Users,25319183,2017
Public,Asia,Republic of Korea,410,Visits,272068981,2017
Public,Asia,Republic of Korea,410,Loans_books,126632457,2017
Public,Asia,Republic of Korea,410,Loans_documents,N/A,2017
Public,Asia,Republic of Korea,410,Loans_eBooks,N/A,2017
Public,Asia,Republic of Korea,410,Loans_audio_books,N/A,2017
Public,Asia,Republic of Korea,410,Loans_downloads,N/A,2017
Public,Asia,Singapore,702,Libraries,364,2019
Public,Asia,Singapore,702,Internet_Access,26,2018
Public,Asia,Singapore,702,Staff,459,2018
Public,Asia,Singapore,702,Volunteers,4780,2018
Public,Asia,Singapore,702,Users,2400000,2017
Public,Asia,Singapore,702,Visits,23665000,2017
Public,Asia,Singapore,702,Loans_books,29200000,2017
Public,Asia,Singapore,702,Loans_documents,-,-
Public,Asia,Singapore,702,Loans_eBooks,1620000,2017
Public,Asia,Singapore,702,Loans_audio_books,229000,2017
Public,Asia,Singapore,702,Loans_downloads,-,-
Public,Asia,Sri Lanka,144,Libraries,1199,2016
Public,Asia,Sri Lanka,144,Internet_Access,-,-
Public,Asia,Sri Lanka,144,Staff,-,-
Public,Asia,Sri Lanka,144,Volunteers,-,-
Public,Asia,Sri Lanka,144,Users,-,-
Public,Asia,Sri Lanka,144,Visits,-,-
Public,Asia,Sri Lanka,144,Loans_books,-,-
Public,Asia,Sri Lanka,144,Loans_documents,-,-
Public,Asia,Sri Lanka,144,Loans_eBooks,-,-
Public,Asia,Sri Lanka,144,Loans_audio_books,-,-
Public,Asia,Sri Lanka,144,Loans_downloads,-,-
Public,Asia,State of Palestine,275,Libraries,65,2013
Public,Asia,State of Palestine,275,Internet_Access,65,2013
Public,Asia,State of Palestine,275,Staff,140,2013
Public,Asia,State of Palestine,275,Volunteers,-,-
Public,Asia,State of Palestine,275,Users,112098,2013
Public,Asia,State of Palestine,275,Visits,-,-
Public,Asia,State of Palestine,275,Loans_books,-,-
Public,Asia,State of Palestine,275,Loans_documents,-,-
Public,Asia,State of Palestine,275,Loans_eBooks,-,-
Public,Asia,State of Palestine,275,Loans_audio_books,-,-
Public,Asia,State of Palestine,275,Loans_downloads,-,-
Public,Asia,Thailand,764,Libraries,1120,2018
Public,Asia,Thailand,764,Internet_Access,1110,2018
Public,Asia,Thailand,764,Staff,1000,2018
Public,Asia,Thailand,764,Volunteers,100,2018
Public,Asia,Thailand,764,Users,23000,2018
Public,Asia,Thailand,764,Visits,30004,2018
Public,Asia,Thailand,764,Loans_books,51000,2018
Public,Asia,Thailand,764,Loans_documents,2100,2018
Public,Asia,Thailand,764,Loans_eBooks,2000,2018
Public,Asia,Thailand,764,Loans_audio_books,2030,2018
Public,Asia,Thailand,764,Loans_downloads,200,2018
Public,Asia,Turkey,792,Libraries,1143,2017
Public,Asia,Turkey,792,Internet_Access,1143,2016
Public,Asia,Turkey,792,Staff,3178,2016
Public,Asia,Turkey,792,Volunteers,-,-
Public,Asia,Turkey,792,Users,1697090,2016
Public,Asia,Turkey,792,Visits,23266599,2016
Public,Asia,Turkey,792,Loans_books,9012110,2016
Public,Asia,Turkey,792,Loans_documents,-,-
Public,Asia,Turkey,792,Loans_eBooks,-,-
Public,Asia,Turkey,792,Loans_audio_books,-,-
Public,Asia,Turkey,792,Loans_downloads,-,-
Public,Asia,Viet Nam,704,Libraries,18097,2017
Public,Asia,Viet Nam,704,Internet_Access,-,-
Public,Asia,Viet Nam,704,Staff,-,-
Public,Asia,Viet Nam,704,Volunteers,-,-
Public,Asia,Viet Nam,704,Users,454040,2017
Public,Asia,Viet Nam,704,Visits,18915625,2017
Public,Asia,Viet Nam,704,Loans_books,57647404,2017
Public,Asia,Viet Nam,704,Loans_documents,-,-
Public,Asia,Viet Nam,704,Loans_eBooks,-,-
Public,Asia,Viet Nam,704,Loans_audio_books,-,-
Public,Asia,Viet Nam,704,Loans_downloads,-,-
Public,Asia,Yemen,887,Libraries,-,-
Public,Asia,Yemen,887,Internet_Access,-,-
Public,Asia,Yemen,887,Staff,-,-
Public,Asia,Yemen,887,Volunteers,-,-
Public,Asia,Yemen,887,Users,-,-
Public,Asia,Yemen,887,Visits,-,-
Public,Asia,Yemen,887,Loans_books,-,-
Public,Asia,Yemen,887,Loans_documents,-,-
Public,Asia,Yemen,887,Loans_eBooks,-,-
Public,Asia,Yemen,887,Loans_audio_books,-,-
Public,Asia,Yemen,887,Loans_downloads,-,-
Public,Asia,Kyrgyzstan,417,Libraries,1065,2019
Public,Asia,Kyrgyzstan,417,Internet_Access,562,2019
Public,Asia,Kyrgyzstan,417,Staff,2145,2019
Public,Asia,Kyrgyzstan,417,Volunteers,-,-
Public,Asia,Kyrgyzstan,417,Users,1488153,2019
Public,Asia,Kyrgyzstan,417,Visits,8254560,2019
Public,Asia,Kyrgyzstan,417,Loans_books,16703495,2019
Public,Asia,Kyrgyzstan,417,Loans_documents,407706,2019
Public,Asia,Kyrgyzstan,417,Loans_eBooks,N/A,2019
Public,Asia,Kyrgyzstan,417,Loans_audio_books,45874,2019
Public,Asia,Kyrgyzstan,417,Loans_downloads,N/A,2019
Public,Asia,Maldives,462,Libraries,-,-
Public,Asia,Maldives,462,Internet_Access,-,-
Public,Asia,Maldives,462,Staff,-,-
Public,Asia,Maldives,462,Volunteers,-,-
Public,Asia,Maldives,462,Users,-,-
Public,Asia,Maldives,462,Visits,-,-
Public,Asia,Maldives,462,Loans_books,-,-
Public,Asia,Maldives,462,Loans_documents,-,-
Public,Asia,Maldives,462,Loans_eBooks,-,-
Public,Asia,Maldives,462,Loans_audio_books,-,-
Public,Asia,Maldives,462,Loans_downloads,-,-
Public,Asia,Philippines,608,Libraries,1455,2018
Public,Asia,Philippines,608,Internet_Access,-,-
Public,Asia,Philippines,608,Staff,-,-
Public,Asia,Philippines,608,Volunteers,-,-
Public,Asia,Philippines,608,Users,-,-
Public,Asia,Philippines,608,Visits,2780872,2018
Public,Asia,Philippines,608,Loans_books,-,-
Public,Asia,Philippines,608,Loans_documents,-,-
Public,Asia,Philippines,608,Loans_eBooks,-,-
Public,Asia,Philippines,608,Loans_audio_books,-,-
Public,Asia,Philippines,608,Loans_downloads,-,-
Public,Oceania,Australia,36,Libraries,1656,2016
Public,Oceania,Australia,36,Internet_Access,1486,2016
Public,Oceania,Australia,36,Staff,7634,2016
Public,Oceania,Australia,36,Volunteers,N/A,2017
Public,Oceania,Australia,36,Users,9376083,2016
Public,Oceania,Australia,36,Visits,113139641,2016
Public,Oceania,Australia,36,Loans_books,165335828,2016
Public,Oceania,Australia,36,Loans_documents,N/A,2017
Public,Oceania,Australia,36,Loans_eBooks,N/A,2017
Public,Oceania,Australia,36,Loans_audio_books,N/A,2017
Public,Oceania,Australia,36,Loans_downloads,N/A,2017
Public,Oceania,Kiribati,296,Libraries,-,-
Public,Oceania,Kiribati,296,Internet_Access,-,-
Public,Oceania,Kiribati,296,Staff,-,-
Public,Oceania,Kiribati,296,Volunteers,-,-
Public,Oceania,Kiribati,296,Users,-,-
Public,Oceania,Kiribati,296,Visits,-,-
Public,Oceania,Kiribati,296,Loans_books,-,-
Public,Oceania,Kiribati,296,Loans_documents,-,-
Public,Oceania,Kiribati,296,Loans_eBooks,-,-
Public,Oceania,Kiribati,296,Loans_audio_books,-,-
Public,Oceania,Kiribati,296,Loans_downloads,-,-
Public,Oceania,Micronesia (Federated States of),583,Libraries,-,-
Public,Oceania,Micronesia (Federated States of),583,Internet_Access,-,-
Public,Oceania,Micronesia (Federated States of),583,Staff,-,-
Public,Oceania,Micronesia (Federated States of),583,Volunteers,-,-
Public,Oceania,Micronesia (Federated States of),583,Users,-,-
Public,Oceania,Micronesia (Federated States of),583,Visits,-,-
Public,Oceania,Micronesia (Federated States of),583,Loans_books,-,-
Public,Oceania,Micronesia (Federated States of),583,Loans_documents,-,-
Public,Oceania,Micronesia (Federated States of),583,Loans_eBooks,-,-
Public,Oceania,Micronesia (Federated States of),583,Loans_audio_books,-,-
Public,Oceania,Micronesia (Federated States of),583,Loans_downloads,-,-
Public,Oceania,New Zealand,554,Libraries,314,2015
Public,Oceania,New Zealand,554,Internet_Access,314,2015
Public,Oceania,New Zealand,554,Staff,2066,2015
Public,Oceania,New Zealand,554,Volunteers,-,-
Public,Oceania,New Zealand,554,Users,2067886,2015
Public,Oceania,New Zealand,554,Visits,36938932,2013
Public,Oceania,New Zealand,554,Loans_books,35214362,2016
Public,Oceania,New Zealand,554,Loans_documents,-,-
Public,Oceania,New Zealand,554,Loans_eBooks,2197957,2016
Public,Oceania,New Zealand,554,Loans_audio_books,-,-
Public,Oceania,New Zealand,554,Loans_downloads,-,-
Public,Oceania,Papua New Guinea,598,Libraries,-,-
Public,Oceania,Papua New Guinea,598,Internet_Access,-,-
Public,Oceania,Papua New Guinea,598,Staff,-,-
Public,Oceania,Papua New Guinea,598,Volunteers,-,-
Public,Oceania,Papua New Guinea,598,Users,-,-
Public,Oceania,Papua New Guinea,598,Visits,-,-
Public,Oceania,Papua New Guinea,598,Loans_books,-,-
Public,Oceania,Papua New Guinea,598,Loans_documents,-,-
Public,Oceania,Papua New Guinea,598,Loans_eBooks,-,-
Public,Oceania,Papua New Guinea,598,Loans_audio_books,-,-
Public,Oceania,Papua New Guinea,598,Loans_downloads,-,-
Public,Oceania,Solomon Islands,90,Libraries,-,-
Public,Oceania,Solomon Islands,90,Internet_Access,-,-
Public,Oceania,Solomon Islands,90,Staff,-,-
Public,Oceania,Solomon Islands,90,Volunteers,-,-
Public,Oceania,Solomon Islands,90,Users,-,-
Public,Oceania,Solomon Islands,90,Visits,-,-
Public,Oceania,Solomon Islands,90,Loans_books,-,-
Public,Oceania,Solomon Islands,90,Loans_documents,-,-
Public,Oceania,Solomon Islands,90,Loans_eBooks,-,-
Public,Oceania,Solomon Islands,90,Loans_audio_books,-,-
Public,Oceania,Solomon Islands,90,Loans_downloads,-,-
Public,Northern America,Canada,124,Libraries,3415,2012
Public,Northern America,Canada,124,Internet_Access,-,-
Public,Northern America,Canada,124,Staff,2012,2010
